probe_step,n_halted,n_active,n_expunged,loss,grad_norm_total,grad_norm_muon,grad_norm_adam,mean_age,std_age,min_age,max_age
338,121,176,0,0.722656,0.360430,0.319125,0.167537,0.56,1.79,0,15
339,112,176,0,0.722656,0.296940,0.249794,0.160550,0.53,1.50,0,15
340,126,176,0,0.722656,0.593676,0.515938,0.293700,0.40,1.11,0,13
341,129,176,0,0.722656,0.302408,0.270695,0.134813,0.38,1.16,0,14
342,125,176,0,0.722656,0.245389,0.220200,0.108293,0.40,1.23,0,15
343,122,176,0,0.722656,0.290184,0.264183,0.120059,0.38,0.65,0,4
344,124,176,0,0.722656,0.256870,0.230029,0.114319,0.36,0.70,0,5
345,131,176,0,0.722656,0.373184,0.340718,0.152240,0.32,0.73,0,6
346,119,176,0,0.722656,0.542129,0.476764,0.258069,0.43,0.87,0,7
347,128,176,0,0.722656,0.376228,0.342378,0.155965,0.39,0.96,0,8
348,122,176,0,0.722656,0.395816,0.347932,0.188715,0.44,1.07,0,9
349,130,176,0,0.722656,0.376195,0.337226,0.166737,0.44,1.21,0,10
350,119,176,0,0.722656,0.283138,0.253030,0.127054,0.53,1.35,0,11
351,104,176,0,0.722656,0.569475,0.510825,0.251714,0.65,1.50,0,12
352,120,176,0,0.722656,0.236086,0.205378,0.116432,0.59,1.66,0,13
353,132,176,0,0.722656,0.321058,0.288543,0.140786,0.57,1.83,0,14
354,104,176,0,0.722656,0.370793,0.332515,0.164077,0.76,1.98,0,15
355,127,176,0,0.722656,0.208475,0.179986,0.105199,0.59,1.83,0,15
356,120,176,0,0.722656,0.347819,0.309364,0.158973,0.55,1.59,0,13
357,122,176,0,0.722656,0.326347,0.293864,0.141938,0.58,1.74,0,14
358,125,176,0,0.722656,0.621217,0.542996,0.301771,0.57,1.88,0,15
359,118,176,0,0.722656,0.427345,0.371740,0.210792,0.56,1.65,0,13
360,119,176,0,0.722656,0.563069,0.496443,0.265690,0.62,1.81,0,14
361,117,176,0,0.722656,0.336251,0.299936,0.151998,0.65,1.95,0,15
362,113,176,0,0.722656,0.265202,0.238170,0.116649,0.61,1.74,0,15
363,127,176,0,0.722656,0.319994,0.284439,0.146597,0.39,0.86,0,7
364,109,176,0,0.722656,0.392580,0.344890,0.187537,0.52,0.97,0,8
365,127,176,0,0.722656,0.268655,0.241566,0.117566,0.39,1.01,0,9
366,116,176,0,0.722656,0.340940,0.312727,0.135801,0.49,1.14,0,10
367,120,176,0,0.722656,0.241031,0.209758,0.118733,0.48,1.23,0,11
368,126,176,0,0.722656,0.338367,0.297782,0.160680,0.46,1.35,0,12
369,113,176,0,0.722656,0.520087,0.455820,0.250438,0.57,1.48,0,13
370,119,176,0,0.722656,0.491982,0.429513,0.239928,0.58,1.64,0,14
371,118,176,0,0.722656,0.344356,0.308668,0.152659,0.60,1.76,0,15
372,133,176,0,0.722656,0.347470,0.306791,0.163140,0.47,1.52,0,15
373,117,176,0,0.722656,0.331080,0.299575,0.140957,0.49,1.15,0,9
374,121,176,0,0.722656,0.327991,0.286430,0.159799,0.50,1.28,0,10
375,136,176,0,0.722656,0.208123,0.182626,0.099813,0.42,1.40,0,11
376,118,176,0,0.722656,0.415111,0.373621,0.180899,0.54,1.52,0,12
377,125,176,0,0.722656,0.324553,0.284901,0.155455,0.53,1.66,0,13
378,119,176,0,0.722656,0.391922,0.353333,0.169584,0.59,1.80,0,14
379,120,176,0,0.722656,0.263482,0.234225,0.120670,0.62,1.96,0,15
380,124,176,0,0.722656,0.754208,0.707813,0.260443,0.43,1.26,0,13
381,120,176,0,0.722656,0.406823,0.371452,0.165918,0.46,1.36,0,14
382,124,176,0,0.722656,0.321266,0.287699,0.142972,0.48,1.47,0,15
383,130,176,0,0.722656,0.560840,0.498709,0.256575,0.36,1.03,0,12
384,121,176,0,0.722656,0.239657,0.213512,0.108849,0.40,1.09,0,13
385,121,176,0,0.722656,0.305864,0.275656,0.132538,0.44,1.19,0,14
386,125,176,0,0.722656,0.277283,0.247532,0.124956,0.44,1.28,0,15
387,123,176,0,0.722656,0.262155,0.235048,0.116093,0.36,0.66,0,5
388,125,176,0,0.722656,0.593543,0.520023,0.286129,0.36,0.70,0,6
389,128,176,0,0.722656,0.439434,0.399871,0.182222,0.36,0.78,0,7
390,118,176,0,0.722656,0.524239,0.470988,0.230210,0.41,0.82,0,8
391,125,176,0,0.722656,0.326012,0.292868,0.143220,0.39,0.91,0,9
392,115,176,0,0.722656,0.330260,0.288440,0.160855,0.45,0.97,0,10
393,126,176,0,0.722656,0.374021,0.333172,0.169964,0.41,1.08,0,11
394,135,176,0,0.722656,0.237047,0.214642,0.100597,0.36,1.15,0,12
395,123,176,0,0.722656,0.357823,0.320767,0.158573,0.45,1.28,0,13
396,135,176,0,0.722656,0.353391,0.316136,0.157935,0.41,1.40,0,14
397,127,176,0,0.722656,0.350309,0.312745,0.157819,0.47,1.53,0,15
398,109,176,0,0.722656,0.313041,0.286706,0.125675,0.53,1.19,0,11
399,117,176,0,0.722656,0.730412,0.692987,0.230805,0.52,1.33,0,12
400,121,176,0,0.722656,0.232758,0.200495,0.118230,0.52,1.45,0,13
401,126,176,0,0.718750,0.228694,0.203080,0.105165,0.53,1.59,0,14
402,110,176,0,0.722656,0.379020,0.341884,0.163619,0.63,1.71,0,15
403,125,176,0,0.722656,0.571510,0.494462,0.286584,0.52,1.48,0,13
404,114,176,0,0.722656,0.328145,0.285229,0.162244,0.62,1.63,0,14
405,121,176,0,0.722656,0.298530,0.268335,0.130830,0.62,1.78,0,15
406,118,176,0,0.722656,0.323485,0.286711,0.149799,0.55,1.52,0,14
407,115,176,0,0.722656,0.277678,0.250881,0.119013,0.65,1.70,0,15
408,125,176,0,0.722656,0.345671,0.316529,0.138917,0.54,1.45,0,11
409,118,176,0,0.722656,0.347374,0.317874,0.140089,0.60,1.59,0,12
410,125,176,0,0.722656,0.351532,0.306884,0.171455,0.56,1.71,0,13
411,107,176,0,0.722656,0.316216,0.273779,0.158234,0.70,1.86,0,14
412,123,176,0,0.722656,0.325442,0.288825,0.149977,0.62,2.02,0,15
413,124,176,0,0.722656,0.239864,0.216279,0.103723,0.59,1.85,0,14
414,133,176,0,0.718750,0.327867,0.292092,0.148926,0.55,1.99,0,15
415,116,176,0,0.722656,0.247300,0.223934,0.104933,0.51,1.36,0,14
416,123,176,0,0.722656,0.428328,0.378894,0.199760,0.54,1.52,0,15
417,125,176,0,0.722656,0.350857,0.312861,0.158803,0.45,1.15,0,11
418,113,176,0,0.722656,0.539698,0.483289,0.240220,0.55,1.28,0,12
419,128,176,0,0.722656,0.339685,0.308035,0.143180,0.49,1.41,0,13
420,126,176,0,0.722656,0.339784,0.304605,0.150561,0.49,1.51,0,14
421,120,176,0,0.722656,0.271629,0.238058,0.130809,0.56,1.66,0,15
422,112,176,0,0.722656,0.294936,0.261581,0.136244,0.57,1.39,0,11
423,115,176,0,0.722656,0.576464,0.521824,0.244970,0.61,1.55,0,12
424,125,176,0,0.722656,0.274318,0.246088,0.121207,0.57,1.70,0,13
425,125,176,0,0.722656,0.222387,0.197770,0.101699,0.59,1.84,0,14
426,120,176,0,0.722656,0.378896,0.320674,0.201818,0.65,2.00,0,15
427,126,176,0,0.722656,0.235980,0.211492,0.104679,0.56,1.83,0,15
428,119,176,0,0.722656,0.576432,0.509303,0.269970,0.56,1.61,0,15
429,117,176,0,0.722656,0.346458,0.310180,0.154343,0.51,1.30,0,10
430,128,176,0,0.722656,0.351597,0.305613,0.173844,0.45,1.40,0,11
431,120,176,0,0.722656,0.337356,0.300050,0.154206,0.51,1.52,0,12
432,128,176,0,0.722656,0.303259,0.269057,0.139910,0.50,1.66,0,13
433,116,176,0,0.722656,0.679766,0.588162,0.340803,0.59,1.78,0,14
434,128,176,0,0.722656,0.281709,0.250628,0.128629,0.56,1.93,0,15
435,120,176,0,0.722656,0.364794,0.335211,0.143903,0.47,1.25,0,14
436,120,176,0,0.722656,0.252729,0.221654,0.121413,0.49,1.35,0,15
437,122,176,0,0.722656,0.339586,0.300078,0.158971,0.40,0.84,0,7
438,119,176,0,0.722656,0.345897,0.300743,0.170876,0.44,0.95,0,8
439,120,176,0,0.722656,0.532372,0.470943,0.248258,0.46,1.06,0,9
440,120,176,0,0.722656,0.268329,0.244341,0.110897,0.49,1.19,0,10
441,123,176,0,0.722656,0.323544,0.296346,0.129846,0.49,1.31,0,11
442,124,176,0,0.722656,0.365812,0.330885,0.155993,0.49,1.41,0,12
443,129,176,0,0.722656,0.381892,0.340139,0.173628,0.49,1.54,0,13
444,115,176,0,0.722656,0.365959,0.330380,0.157401,0.57,1.65,0,14
445,125,176,0,0.722656,0.266856,0.239514,0.117665,0.55,1.80,0,15
446,124,176,0,0.722656,0.581802,0.504821,0.289222,0.53,1.57,0,15
447,121,176,0,0.722656,0.389000,0.350518,0.168696,0.48,1.24,0,12
448,125,176,0,0.722656,0.478118,0.436016,0.196181,0.47,1.35,0,13
449,123,176,0,0.722656,0.274880,0.248923,0.116603,0.52,1.50,0,14
450,132,176,0,0.722656,0.265135,0.242079,0.108140,0.47,1.61,0,15
451,121,176,0,0.722656,0.324984,0.291169,0.144343,0.48,1.30,0,12
452,123,176,0,0.722656,0.306558,0.272060,0.141284,0.49,1.43,0,13
453,111,176,0,0.722656,0.577112,0.512096,0.266113,0.60,1.57,0,14
454,123,176,0,0.722656,0.331434,0.295149,0.150784,0.56,1.71,0,15
455,118,176,0,0.722656,0.477370,0.420886,0.225247,0.53,1.45,0,12
456,132,176,0,0.718750,0.246383,0.222212,0.106425,0.46,1.57,0,13
457,112,176,0,0.722656,0.283174,0.253958,0.125273,0.61,1.71,0,14
458,121,176,0,0.722656,0.287361,0.262498,0.116924,0.61,1.87,0,15
459,121,176,0,0.722656,0.418601,0.375524,0.184955,0.43,1.10,0,10
460,121,176,0,0.722656,0.575110,0.515613,0.254745,0.47,1.22,0,11
461,118,176,0,0.722656,0.293425,0.266221,0.123388,0.53,1.36,0,12
462,120,176,0,0.722656,0.301950,0.273786,0.127338,0.57,1.50,0,13
463,121,176,0,0.722656,0.294862,0.259896,0.139276,0.56,1.60,0,14
464,122,176,0,0.722656,0.550808,0.491044,0.249531,0.55,1.69,0,15
465,126,176,0,0.722656,0.295974,0.263892,0.134020,0.44,1.36,0,15
466,133,176,0,0.722656,0.395632,0.354217,0.176224,0.31,0.84,0,9
467,121,176,0,0.722656,0.436058,0.380583,0.212846,0.41,0.96,0,10
468,123,176,0,0.722656,0.329102,0.297522,0.140672,0.43,1.08,0,11
469,122,176,0,0.722656,0.825460,0.765460,0.308957,0.49,1.22,0,12
470,130,176,0,0.722656,0.574598,0.493678,0.294014,0.42,1.28,0,13
471,129,176,0,0.722656,0.244206,0.215428,0.115011,0.45,1.40,0,14
472,109,176,0,0.722656,0.286846,0.260974,0.119051,0.61,1.54,0,15
473,126,176,0,0.722656,0.351763,0.295194,0.191305,0.46,1.21,0,11
474,115,176,0,0.722656,0.291969,0.258093,0.136506,0.56,1.35,0,12
475,123,176,0,0.722656,0.298897,0.271216,0.125624,0.50,1.45,0,13
476,112,176,0,0.722656,0.359209,0.330986,0.139568,0.60,1.59,0,14
477,133,176,0,0.722656,0.280732,0.246113,0.135052,0.50,1.73,0,15
478,120,176,0,0.722656,0.561241,0.494444,0.265551,0.52,1.47,0,13
479,118,176,0,0.722656,0.442247,0.389869,0.208769,0.56,1.60,0,14
480,132,176,0,0.722656,0.361848,0.317640,0.173318,0.49,1.73,0,15
481,114,176,0,0.722656,0.372215,0.340471,0.150411,0.53,1.45,0,13
482,128,176,0,0.722656,0.352286,0.323068,0.140473,0.52,1.61,0,14
483,108,176,0,0.722656,0.278325,0.250060,0.122208,0.64,1.72,0,15
484,130,176,0,0.722656,0.576329,0.501623,0.283777,0.47,1.46,0,15
485,120,176,0,0.722656,0.352553,0.308197,0.171196,0.44,1.06,0,10
486,119,176,0,0.722656,0.376815,0.335123,0.172287,0.47,1.16,0,11
487,119,176,0,0.722656,0.391212,0.354541,0.165370,0.51,1.29,0,12
488,133,176,0,0.722656,0.285793,0.256705,0.125618,0.42,1.38,0,13
489,124,176,0,0.722656,0.344657,0.308619,0.153437,0.48,1.50,0,14
490,122,176,0,0.722656,0.328496,0.290383,0.153581,0.51,1.62,0,15
491,124,176,0,0.722656,0.354379,0.317790,0.156825,0.44,1.30,0,12
492,130,176,0,0.722656,0.392353,0.348665,0.179927,0.41,1.39,0,13
493,113,176,0,0.722656,0.619508,0.552548,0.280143,0.53,1.50,0,14
494,123,176,0,0.722656,0.363826,0.313210,0.185118,0.52,1.63,0,15
495,126,176,0,0.722656,0.349731,0.315299,0.151322,0.41,1.28,0,15
496,123,176,0,0.722656,0.233508,0.205878,0.110183,0.36,0.69,0,6
497,121,176,0,0.722656,0.308987,0.277404,0.136089,0.40,0.77,0,7
498,110,176,0,0.722656,0.414292,0.375231,0.175613,0.48,0.87,0,8
499,130,176,0,0.722656,0.350019,0.317056,0.148287,0.37,0.88,0,9
