probe_step,n_halted,n_active,n_expunged,loss,grad_norm_total,grad_norm_muon,grad_norm_adam,mean_age,std_age,min_age,max_age
78,71,176,0,0.730469,0.281098,0.175645,0.219466,1.52,2.92,0,15
79,73,176,0,0.734375,0.461066,0.385839,0.252408,1.33,2.56,0,15
80,74,176,0,0.730469,0.375218,0.287521,0.241082,1.22,2.30,0,15
81,74,176,0,0.730469,0.331295,0.243656,0.224474,1.20,2.27,0,14
82,74,176,0,0.734375,0.407558,0.309394,0.265291,1.29,2.51,0,15
83,72,176,0,0.734375,0.503225,0.391847,0.315740,1.35,2.53,0,14
84,68,176,0,0.734375,0.502480,0.427207,0.264537,1.49,2.77,0,15
85,76,176,0,0.734375,0.310222,0.212577,0.225939,1.43,2.83,0,15
86,69,176,0,0.734375,0.394154,0.316111,0.235440,1.30,2.37,0,15
87,72,176,0,0.734375,0.397496,0.311467,0.246966,1.30,2.29,0,15
88,66,176,0,0.734375,0.324536,0.238834,0.219732,1.38,2.27,0,14
89,76,176,0,0.734375,0.369669,0.289502,0.229878,1.38,2.54,0,15
90,68,176,0,0.734375,0.271680,0.160903,0.218908,1.39,2.44,0,14
91,65,176,0,0.730469,0.389642,0.297763,0.251313,1.61,2.71,0,15
92,69,176,0,0.734375,0.324617,0.227768,0.231296,1.65,2.82,0,15
93,72,176,0,0.734375,0.332626,0.236941,0.233451,1.60,2.85,0,14
94,60,176,0,0.734375,0.396142,0.306751,0.250664,1.82,3.10,0,15
95,75,176,0,0.734375,0.451501,0.334984,0.302719,1.66,3.04,0,15
96,67,176,0,0.734375,0.441360,0.362326,0.252029,1.63,2.94,0,14
97,71,176,0,0.734375,0.313572,0.211593,0.231422,1.67,3.13,0,15
98,64,176,0,0.734375,0.369373,0.278521,0.242615,1.71,3.07,0,15
99,77,176,0,0.734375,0.351096,0.260555,0.235329,1.51,2.98,0,15
100,68,176,0,0.734375,0.330676,0.242294,0.225033,1.51,2.92,0,15
101,77,176,0,0.730469,0.378942,0.301173,0.229981,1.41,2.81,0,15
102,66,176,0,0.730469,0.365344,0.273379,0.242363,1.46,2.75,0,15
103,81,176,0,0.730469,0.391973,0.293863,0.259398,1.19,2.31,0,14
104,59,176,0,0.730469,0.341779,0.251580,0.231345,1.43,2.50,0,15
105,90,176,0,0.730469,0.375660,0.286911,0.242492,1.14,2.32,0,13
106,48,176,0,0.734375,0.427475,0.334972,0.265573,1.54,2.49,0,14
107,86,176,0,0.730469,0.314148,0.216381,0.227746,1.41,2.78,0,15
108,56,176,0,0.734375,0.399748,0.301662,0.262294,1.46,2.53,0,15
109,82,176,0,0.730469,0.291116,0.187431,0.222751,1.31,2.52,0,14
110,64,176,0,0.734375,0.333064,0.240708,0.230199,1.43,2.64,0,15
111,87,176,0,0.730469,0.334963,0.237961,0.235743,1.19,2.46,0,15
112,63,176,0,0.734375,0.332607,0.240214,0.230054,1.22,2.05,0,13
113,80,176,0,0.730469,0.284098,0.172526,0.225712,1.27,2.34,0,14
114,65,176,0,0.730469,0.360248,0.273187,0.234835,1.45,2.57,0,15
115,82,176,0,0.734375,0.403884,0.328762,0.234601,1.31,2.57,0,15
116,63,176,0,0.734375,0.318466,0.217371,0.232745,1.46,2.57,0,13
117,76,176,0,0.730469,0.318703,0.219288,0.231266,1.49,2.85,0,14
118,61,176,0,0.734375,0.337659,0.245868,0.231435,1.72,3.09,0,15
119,75,176,0,0.730469,0.344259,0.244927,0.241920,1.62,3.04,0,15
120,62,176,0,0.734375,0.401664,0.325564,0.235249,1.64,2.90,0,15
121,81,176,0,0.730469,0.297794,0.189958,0.229341,1.45,2.94,0,15
122,63,176,0,0.734375,0.294211,0.195837,0.219563,1.50,2.77,0,15
123,84,176,0,0.730469,0.470025,0.388738,0.264209,1.22,2.39,0,14
124,61,176,0,0.734375,0.422912,0.335265,0.257783,1.45,2.60,0,15
125,78,176,0,0.734375,0.363812,0.265514,0.248720,1.38,2.59,0,15
126,71,176,0,0.734375,0.376287,0.272516,0.259475,1.30,2.36,0,13
127,74,176,0,0.734375,0.420120,0.345457,0.239083,1.39,2.62,0,14
128,63,176,0,0.734375,0.360477,0.271000,0.237703,1.61,2.86,0,15
129,73,176,0,0.734375,0.347271,0.239955,0.251035,1.52,2.90,0,15
130,63,176,0,0.734375,0.367840,0.282780,0.235249,1.62,2.95,0,15
131,75,176,0,0.734375,0.329803,0.240768,0.225391,1.60,3.07,0,15
132,64,176,0,0.734375,0.316010,0.212104,0.234253,1.49,2.65,0,15
133,78,176,0,0.734375,0.356845,0.269951,0.233378,1.31,2.47,0,15
134,64,176,0,0.734375,0.453762,0.371919,0.259953,1.43,2.46,0,15
135,71,176,0,0.734375,0.381112,0.294031,0.242470,1.34,2.22,0,13
136,73,176,0,0.734375,0.400415,0.313583,0.248994,1.34,2.36,0,14
137,67,176,0,0.734375,0.336761,0.250322,0.225271,1.41,2.51,0,15
138,70,176,0,0.734375,0.371829,0.271116,0.254465,1.45,2.56,0,14
139,68,176,0,0.734375,0.314389,0.220752,0.223850,1.59,2.83,0,15
140,69,176,0,0.734375,0.414611,0.333115,0.246854,1.60,2.89,0,15
141,64,176,0,0.734375,0.484885,0.402338,0.270625,1.69,2.97,0,14
142,76,176,0,0.734375,0.323825,0.232124,0.225790,1.70,3.29,0,15
143,64,176,0,0.734375,0.312570,0.216727,0.225231,1.51,2.61,0,14
144,79,176,0,0.734375,0.448140,0.377859,0.240940,1.45,2.83,0,15
145,63,176,0,0.734375,0.291775,0.188749,0.222501,1.53,2.79,0,14
146,70,176,0,0.730469,0.420974,0.333899,0.256380,1.68,3.08,0,15
147,66,176,0,0.734375,0.387006,0.305630,0.237411,1.61,2.80,0,15
148,68,176,0,0.734375,0.420193,0.349654,0.233032,1.57,2.68,0,14
149,63,176,0,0.734375,0.407025,0.329660,0.238734,1.77,2.94,0,15
150,68,176,0,0.734375,0.438357,0.349742,0.264268,1.76,2.92,0,15
151,71,176,0,0.734375,0.319548,0.224486,0.227415,1.64,2.83,0,14
152,64,176,0,0.734375,0.383618,0.297570,0.242106,1.78,3.02,0,15
153,69,176,0,0.734375,0.421008,0.330219,0.261157,1.82,3.16,0,15
154,69,176,0,0.734375,0.381910,0.281635,0.257949,1.74,3.12,0,14
155,68,176,0,0.734375,0.373807,0.279858,0.247812,1.88,3.42,0,15
156,70,176,0,0.730469,0.309751,0.212825,0.225058,1.77,3.27,0,15
157,73,176,0,0.730469,0.330360,0.235853,0.231324,1.77,3.42,0,15
158,69,176,0,0.734375,0.364604,0.275194,0.239174,1.68,3.22,0,15
159,70,176,0,0.734375,0.339938,0.248274,0.232203,1.58,3.04,0,15
160,71,176,0,0.734375,0.351408,0.249417,0.247546,1.40,2.67,0,15
161,75,176,0,0.730469,0.311559,0.211918,0.228386,1.35,2.70,0,15
162,71,176,0,0.734375,0.355653,0.265278,0.236890,1.22,2.21,0,15
163,71,176,0,0.734375,0.308549,0.207446,0.228405,1.25,2.18,0,14
164,77,176,0,0.730469,0.341434,0.249858,0.232696,1.24,2.34,0,15
165,67,176,0,0.734375,0.461319,0.381167,0.259859,1.28,2.18,0,15
166,71,176,0,0.730469,0.290520,0.185017,0.223988,1.25,2.10,0,14
167,69,176,0,0.730469,0.350339,0.252747,0.242603,1.31,2.25,0,15
168,72,176,0,0.734375,0.358242,0.273063,0.231891,1.30,2.25,0,12
169,73,176,0,0.734375,0.437396,0.344541,0.269457,1.35,2.47,0,13
170,65,176,0,0.734375,0.326903,0.240879,0.221004,1.56,2.73,0,14
171,71,176,0,0.734375,0.276665,0.169763,0.218458,1.64,3.02,0,15
172,70,176,0,0.734375,0.378694,0.285302,0.249022,1.60,2.94,0,15
173,67,176,0,0.734375,0.369890,0.278162,0.243813,1.45,2.43,0,13
174,71,176,0,0.730469,0.343371,0.249779,0.235614,1.57,2.73,0,14
175,64,176,0,0.734375,0.495177,0.409635,0.278209,1.73,2.98,0,15
176,68,176,0,0.734375,0.323973,0.231187,0.226961,1.77,3.10,0,15
177,60,176,0,0.730469,0.493485,0.398726,0.290767,1.88,3.14,0,15
178,79,176,0,0.734375,0.335202,0.241732,0.232219,1.65,3.12,0,15
179,55,176,0,0.734375,0.431686,0.352311,0.249459,1.81,3.01,0,15
180,76,176,0,0.734375,0.373671,0.276730,0.251099,1.70,3.10,0,15
181,62,176,0,0.734375,0.351449,0.265794,0.229935,1.73,3.01,0,15
182,74,176,0,0.734375,0.356968,0.269569,0.234006,1.64,2.95,0,15
183,71,176,0,0.734375,0.358694,0.257183,0.250037,1.60,3.03,0,14
184,71,176,0,0.734375,0.309540,0.214231,0.223428,1.64,3.16,0,15
185,74,176,0,0.734375,0.345778,0.246887,0.242093,1.52,3.01,0,15
186,65,176,0,0.734375,0.394568,0.299078,0.257363,1.48,2.66,0,15
187,79,176,0,0.734375,0.452802,0.362992,0.270678,1.35,2.70,0,15
188,71,176,0,0.734375,0.356251,0.263124,0.240168,1.31,2.66,0,15
189,70,176,0,0.734375,0.434343,0.348680,0.258990,1.33,2.65,0,15
190,69,176,0,0.730469,0.350077,0.261594,0.232642,1.28,2.41,0,15
191,79,176,0,0.730469,0.345455,0.259867,0.227614,1.11,2.16,0,15
192,70,176,0,0.734375,0.332327,0.227658,0.242101,1.15,2.07,0,14
193,72,176,0,0.730469,0.365284,0.272101,0.243707,1.22,2.25,0,15
194,75,176,0,0.730469,0.417003,0.336346,0.246502,1.19,2.22,0,15
195,72,176,0,0.730469,0.387949,0.291161,0.256378,1.18,2.13,0,15
196,75,176,0,0.730469,0.330192,0.245749,0.220531,1.14,2.05,0,15
197,69,176,0,0.734375,0.347909,0.251171,0.240736,1.22,2.01,0,11
198,75,176,0,0.730469,0.331516,0.230687,0.238089,1.29,2.27,0,12
199,72,176,0,0.734375,0.346250,0.260918,0.227621,1.31,2.39,0,13
200,63,176,0,0.734375,0.394121,0.304153,0.250644,1.53,2.64,0,14
201,79,176,0,0.730469,0.492223,0.394097,0.294909,1.55,2.96,0,15
202,59,176,0,0.734375,0.447524,0.366112,0.257370,1.67,2.98,0,15
203,93,176,0,0.730469,0.297934,0.201526,0.219435,1.25,2.70,0,15
204,52,176,0,0.734375,0.397432,0.311385,0.246964,1.53,2.66,0,14
205,84,176,0,0.726562,0.426957,0.340820,0.257165,1.51,2.99,0,15
206,61,176,0,0.734375,0.353763,0.260967,0.238841,1.62,3.03,0,15
207,77,176,0,0.730469,0.334273,0.230298,0.242283,1.44,2.74,0,14
208,63,176,0,0.734375,0.354136,0.267343,0.232249,1.65,2.99,0,15
209,75,176,0,0.730469,0.476526,0.388425,0.276049,1.61,3.11,0,15
210,66,176,0,0.734375,0.349323,0.260177,0.233098,1.39,2.33,0,13
211,79,176,0,0.730469,0.317585,0.223512,0.225617,1.32,2.50,0,14
212,67,176,0,0.734375,0.297894,0.197958,0.222606,1.47,2.73,0,15
213,75,176,0,0.734375,0.382381,0.286678,0.253043,1.39,2.59,0,14
214,66,176,0,0.734375,0.486672,0.410102,0.262041,1.56,2.84,0,15
215,70,176,0,0.734375,0.351403,0.255788,0.240950,1.57,2.91,0,14
216,72,176,0,0.734375,0.355521,0.255453,0.247263,1.65,3.19,0,15
217,72,176,0,0.734375,0.455824,0.378387,0.254162,1.51,3.01,0,15
218,68,176,0,0.734375,0.444861,0.366496,0.252155,1.52,2.88,0,15
219,76,176,0,0.730469,0.283861,0.181366,0.218366,1.27,2.39,0,15
220,64,176,0,0.734375,0.475933,0.379117,0.287720,1.39,2.37,0,15
221,77,176,0,0.734375,0.314698,0.218161,0.226806,1.29,2.32,0,15
222,66,176,0,0.734375,0.343894,0.250620,0.235484,1.36,2.28,0,15
223,67,176,0,0.730469,0.365344,0.274438,0.241164,1.48,2.33,0,13
224,65,176,0,0.734375,0.396925,0.312914,0.244202,1.60,2.60,0,14
225,66,176,0,0.734375,0.313947,0.217405,0.226490,1.72,2.88,0,15
226,76,176,0,0.734375,0.291382,0.186943,0.223507,1.62,2.98,0,14
227,61,176,0,0.734375,0.496494,0.413172,0.275311,1.86,3.24,0,15
228,83,176,0,0.730469,0.505796,0.400398,0.309049,1.69,3.36,0,15
229,67,176,0,0.734375,0.341907,0.250989,0.232174,1.57,3.04,0,15
230,72,176,0,0.730469,0.393724,0.305627,0.248215,1.63,3.14,0,15
231,72,176,0,0.734375,0.333928,0.238748,0.233468,1.54,3.05,0,15
232,71,176,0,0.734375,0.337809,0.232421,0.245143,1.52,2.94,0,15
233,69,176,0,0.734375,0.440713,0.344234,0.275193,1.48,2.79,0,15
234,74,176,0,0.734375,0.433888,0.358182,0.244875,1.42,2.79,0,15
235,70,176,0,0.734375,0.339892,0.249073,0.231278,1.26,2.26,0,14
236,72,176,0,0.734375,0.333135,0.236526,0.234594,1.34,2.47,0,15
237,76,176,0,0.730469,0.349171,0.262416,0.230343,1.29,2.48,0,15
238,67,176,0,0.734375,0.291193,0.186323,0.223779,1.31,2.23,0,15
239,81,176,0,0.734375,0.333397,0.231336,0.240077,1.22,2.25,0,11
240,60,176,0,0.738281,0.465772,0.371112,0.281460,1.48,2.48,0,12
241,73,176,0,0.734375,0.432150,0.329419,0.279709,1.56,2.77,0,13
242,65,176,0,0.734375,0.433753,0.357292,0.245934,1.65,2.96,0,14
243,76,176,0,0.734375,0.315553,0.218767,0.227408,1.57,3.08,0,15
244,71,176,0,0.734375,0.340981,0.239744,0.242468,1.44,2.87,0,15
245,72,176,0,0.734375,0.359761,0.275495,0.231366,1.49,2.94,0,15
246,71,176,0,0.734375,0.434968,0.347092,0.262153,1.36,2.57,0,15
247,80,176,0,0.734375,0.277976,0.175669,0.215433,1.19,2.36,0,14
248,66,176,0,0.730469,0.330609,0.239790,0.227603,1.38,2.56,0,15
249,78,176,0,0.730469,0.266312,0.158966,0.213663,1.34,2.61,0,15
250,67,176,0,0.734375,0.500601,0.418855,0.274155,1.39,2.60,0,14
251,75,176,0,0.734375,0.324283,0.231856,0.226721,1.42,2.85,0,15
252,72,176,0,0.734375,0.353351,0.258987,0.240380,1.36,2.69,0,15
253,69,176,0,0.734375,0.294161,0.190798,0.223891,1.32,2.38,0,15
254,73,176,0,0.734375,0.345874,0.252999,0.235839,1.30,2.36,0,14
255,72,176,0,0.734375,0.439593,0.357849,0.255315,1.32,2.47,0,15
256,76,176,0,0.734375,0.478578,0.415248,0.237921,1.20,2.22,0,15
257,69,176,0,0.734375,0.280152,0.175052,0.218728,1.25,2.17,0,13
258,70,176,0,0.730469,0.463126,0.378575,0.266771,1.37,2.42,0,14
259,64,176,0,0.734375,0.429521,0.336219,0.267292,1.53,2.66,0,15
260,78,176,0,0.734375,0.432022,0.349365,0.254140,1.36,2.58,0,15
261,65,176,0,0.734375,0.441028,0.369185,0.241263,1.45,2.59,0,15
262,73,176,0,0.734375,0.316360,0.220650,0.226710,1.47,2.66,0,14
263,63,176,0,0.734375,0.355435,0.269098,0.232208,1.67,2.92,0,15
264,75,176,0,0.734375,0.326970,0.238471,0.223698,1.61,3.02,0,15
265,64,176,0,0.734375,0.386701,0.303068,0.240182,1.62,2.90,0,15
266,78,176,0,0.730469,0.308550,0.213767,0.222502,1.43,2.64,0,15
267,63,176,0,0.734375,0.371828,0.283823,0.240209,1.53,2.62,0,14
268,76,176,0,0.730469,0.315793,0.215276,0.231044,1.61,2.94,0,15
269,65,176,0,0.734375,0.330753,0.232805,0.234945,1.68,2.97,0,14
270,73,176,0,0.734375,0.373928,0.278185,0.249870,1.77,3.27,0,15
271,69,176,0,0.734375,0.359890,0.276584,0.230266,1.68,3.14,0,15
272,72,176,0,0.734375,0.346230,0.255758,0.233372,1.56,2.88,0,15
273,71,176,0,0.734375,0.356906,0.262708,0.241592,1.51,2.76,0,14
274,68,176,0,0.734375,0.464963,0.386033,0.259170,1.66,3.03,0,15
275,64,176,0,0.734375,0.375362,0.287042,0.241875,1.65,2.97,0,15
276,72,176,0,0.730469,0.409417,0.329471,0.243045,1.56,2.88,0,15
277,70,176,0,0.734375,0.349160,0.247226,0.246560,1.51,2.91,0,15
278,72,176,0,0.734375,0.332587,0.240553,0.229670,1.45,2.78,0,15
279,71,176,0,0.734375,0.453574,0.377851,0.250914,1.50,2.85,0,15
280,76,176,0,0.730469,0.327109,0.228724,0.233849,1.35,2.67,0,15
281,65,176,0,0.734375,0.347642,0.258968,0.231928,1.36,2.42,0,15
282,78,176,0,0.734375,0.341659,0.253688,0.228851,1.31,2.46,0,15
283,70,176,0,0.734375,0.316893,0.227073,0.221041,1.28,2.37,0,14
284,71,176,0,0.734375,0.349609,0.258938,0.234898,1.35,2.52,0,15
285,71,176,0,0.734375,0.401771,0.297923,0.269558,1.30,2.32,0,14
286,77,176,0,0.734375,0.332574,0.235643,0.234687,1.32,2.58,0,15
287,70,176,0,0.734375,0.321815,0.225153,0.229937,1.38,2.60,0,15
288,70,176,0,0.734375,0.400885,0.309137,0.255232,1.49,2.66,0,15
289,73,176,0,0.730469,0.452441,0.365476,0.266703,1.40,2.61,0,15
290,68,176,0,0.734375,0.337266,0.249940,0.226447,1.42,2.56,0,14
291,77,176,0,0.730469,0.326029,0.231994,0.229071,1.44,2.83,0,15
292,69,176,0,0.734375,0.312074,0.207330,0.233248,1.47,2.86,0,15
293,69,176,0,0.734375,0.485906,0.410924,0.259319,1.49,2.73,0,15
294,72,176,0,0.734375,0.304026,0.206703,0.222948,1.37,2.52,0,15
295,71,176,0,0.734375,0.347560,0.257932,0.232957,1.38,2.54,0,14
296,71,176,0,0.734375,0.295926,0.199285,0.218764,1.48,2.79,0,15
297,72,176,0,0.734375,0.427120,0.347238,0.248712,1.48,2.85,0,15
298,74,176,0,0.734375,0.386986,0.302808,0.240968,1.38,2.69,0,15
299,57,176,0,0.730469,0.313339,0.221328,0.221801,1.55,2.64,0,15
300,89,176,0,0.730469,0.364548,0.276753,0.237284,1.26,2.63,0,15
301,58,176,0,0.734375,0.394111,0.307510,0.246498,1.34,2.32,0,14
302,89,176,0,0.730469,0.378148,0.286194,0.247162,1.11,2.29,0,15
303,55,176,0,0.734375,0.438932,0.341310,0.275987,1.36,2.21,0,15
304,85,176,0,0.730469,0.306371,0.214423,0.218829,1.20,2.24,0,14
305,62,176,0,0.738281,0.365324,0.285777,0.227581,1.35,2.35,0,15
306,86,176,0,0.730469,0.281950,0.177914,0.218728,1.21,2.40,0,14
307,56,176,0,0.738281,0.387794,0.303782,0.241040,1.52,2.60,0,15
308,86,176,0,0.730469,0.270701,0.159753,0.218536,1.29,2.47,0,13
309,54,176,0,0.734375,0.351584,0.264349,0.231800,1.59,2.66,0,14
310,86,176,0,0.730469,0.438488,0.354484,0.258095,1.43,2.88,0,15
311,59,176,0,0.734375,0.480862,0.383224,0.290461,1.60,2.90,0,15
312,83,176,0,0.734375,0.270112,0.164604,0.214163,1.45,2.97,0,15
313,68,176,0,0.734375,0.417265,0.331830,0.252980,1.33,2.56,0,14
314,71,176,0,0.730469,0.420940,0.324683,0.267901,1.45,2.80,0,15
315,71,176,0,0.734375,0.316443,0.223449,0.224070,1.32,2.51,0,15
316,62,176,0,0.734375,0.338877,0.244875,0.234252,1.47,2.53,0,15
317,71,176,0,0.734375,0.360020,0.268083,0.240303,1.37,2.31,0,15
318,73,176,0,0.730469,0.351344,0.261813,0.234300,1.29,2.28,0,13
319,67,176,0,0.734375,0.548116,0.456615,0.303205,1.45,2.53,0,14
320,71,176,0,0.734375,0.387939,0.307947,0.235935,1.57,2.82,0,15
321,69,176,0,0.734375,0.280415,0.182739,0.212695,1.61,2.90,0,15
322,76,176,0,0.734375,0.311844,0.219415,0.221594,1.36,2.44,0,15
323,60,176,0,0.734375,0.474509,0.383329,0.279674,1.55,2.45,0,13
324,83,176,0,0.730469,0.472688,0.400961,0.250328,1.39,2.63,0,14
325,65,176,0,0.734375,0.408162,0.324331,0.247801,1.53,2.84,0,15
326,80,176,0,0.730469,0.339183,0.239425,0.240252,1.47,2.95,0,14
327,61,176,0,0.734375,0.388274,0.310095,0.233661,1.66,3.12,0,15
328,83,176,0,0.734375,0.363359,0.263091,0.250625,1.49,3.19,0,15
329,66,176,0,0.734375,0.399337,0.313933,0.246812,1.37,2.76,0,15
330,83,176,0,0.734375,0.435584,0.352701,0.255608,1.14,2.34,0,15
331,67,176,0,0.734375,0.455014,0.365166,0.271461,1.14,1.98,0,14
332,78,176,0,0.730469,0.371721,0.286886,0.236375,1.15,2.19,0,15
333,69,176,0,0.734375,0.357367,0.257070,0.248247,1.21,2.13,0,14
334,77,176,0,0.734375,0.442943,0.366530,0.248705,1.27,2.39,0,15
335,68,176,0,0.734375,0.486220,0.391691,0.288077,1.22,2.04,0,12
336,79,176,0,0.734375,0.312202,0.210974,0.230130,1.19,2.25,0,13
337,70,176,0,0.734375,0.406136,0.322608,0.246718,1.32,2.48,0,14
338,72,176,0,0.730469,0.441890,0.352264,0.266790,1.40,2.70,0,15
339,69,176,0,0.734375,0.335445,0.245746,0.228325,1.44,2.73,0,14
340,75,176,0,0.734375,0.440655,0.371377,0.237183,1.42,2.88,0,15
341,72,176,0,0.734375,0.409854,0.331491,0.241026,1.26,2.39,0,15
342,71,176,0,0.734375,0.375311,0.288141,0.240486,1.20,2.09,0,15
343,72,176,0,0.734375,0.447034,0.371927,0.248013,1.22,2.04,0,13
344,79,176,0,0.734375,0.335491,0.240504,0.233907,1.15,2.19,0,14
345,66,176,0,0.734375,0.308839,0.209293,0.227107,1.35,2.41,0,15
